year,subject,topic,exam,exercise,exercise_type
2022,quimica,solubilidad,Junio,C2,cálculo de la solubilidad (efecto ion común)
2022,quimica,solubilidad,Reserva 1,Ejercicio B5,cuestiones teóricas
2022,quimica,solubilidad,Reserva 1,Ejercicio C2,cálculo de la solubilidad (efecto ion común)
2022,quimica,solubilidad,Reserva 2,Ejercicio C2,cálculo de la solubilidad o el producto de solubilidad
2022,quimica,solubilidad,Reserva 3,Ejercicio C2,formación de precipitado
2022,quimica,solubilidad,Reserva 4,Ejercicio C4,formación de precipitado
2021,quimica,solubilidad,Julio,Ejercicio C2,cálculo de la solubilidad (efecto ion común)
2021,quimica,solubilidad,Junio,Ejercicio C2,cálculo de la solubilidad (efecto ion común)
2021,quimica,solubilidad,Reserva 1,Ejercicio C4,cálculo de la solubilidad (efecto ion común)
2021,quimica,solubilidad,Reserva 2,Ejercicio C2,formación de precipitado
2021,quimica,solubilidad,Reserva 3,Ejercicio B5,cuestiones teóricas
2021,quimica,solubilidad,Reserva 3,Ejercicio C2,cálculo de la solubilidad o el producto de solubilidad
2021,quimica,solubilidad,Reserva 4,Ejercicio B6,efecto del ion común teórico
2021,quimica,solubilidad,Reserva 4,Ejercicio C2,formación de precipitado
2021,quimica,solubilidad,Julio,Ejercicio C2,cálculo de la solubilidad (efecto ion común)
2021,quimica,solubilidad,Junio,Ejercicio C2,cálculo de la solubilidad (efecto ion común)
2021,quimica,solubilidad,Reserva 1,Ejercicio C4,cálculo de la solubilidad (efecto ion común)
2021,quimica,solubilidad,Reserva 2,Ejercicio C2,formación de precipitado
2021,quimica,solubilidad,Reserva 3,Ejercicio B5,cuestiones teóricas
2021,quimica,solubilidad,Reserva 3,Ejercicio C2,cálculo de la solubilidad o el producto de solubilidad
2021,quimica,solubilidad,Reserva 4,Ejercicio B6,efecto del ion común teórico
2021,quimica,solubilidad,Reserva 4,Ejercicio C2,formación de precipitado
2020,quimica,solubilidad,Junio,C2,cálculo de la solubilidad (efecto ion común)
2020,quimica,solubilidad,Reserva 1,Ejercicio C2,formación de precipitado
2020,quimica,solubilidad,Reserva 2,Ejercicio Bs,efecto del ion común teórico
2020,quimica,solubilidad,Reserva 2,Ejercicio C2,formación de precipitado
2020,quimica,solubilidad,Reserva 3,Ejercicio C2,cálculo de la solubilidad (efecto ion común)
2020,quimica,solubilidad,Reserva 4,Ejercicio C2,influencia del pH
2020,quimica,solubilidad,Septiembre,B5,efecto del ion común teórico
2020,quimica,solubilidad,Septiembre,C4,formación de precipitado
2020,quimica,solubilidad,Junio,C2,cálculo de la solubilidad (efecto ion común)
2020,quimica,solubilidad,Reserva 1,Ejercicio C2,formación de precipitado
2020,quimica,solubilidad,Reserva 2,Ejercicio Bs,efecto del ion común teórico
2020,quimica,solubilidad,Reserva 2,Ejercicio C2,formación de precipitado
2020,quimica,solubilidad,Reserva 3,Ejercicio C2,cálculo de la solubilidad (efecto ion común)
2020,quimica,solubilidad,Reserva 4,Ejercicio C2,influencia del pH
2020,quimica,solubilidad,Septiembre,B5,efecto del ion común teórico
2020,quimica,solubilidad,Septiembre,C4,formación de precipitado
2019,quimica,solubilidad,Junio,Ejercicio 6 Opción A,formación de precipitado
2019,quimica,solubilidad,Reserva 1,Ejercicio 3 Opción A,cuestiones teóricas
2019,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción B,cuestiones teóricas
2019,quimica,solubilidad,Reserva 3,Ejercicio 6 Opción A,formación de precipitado
2019,quimica,solubilidad,Reserva 4,Ejercicio 5 Opción B,cálculo de la solubilidad (efecto ion común)
2019,quimica,solubilidad,Junio,Ejercicio 6 Opción A,formación de precipitado
2019,quimica,solubilidad,Reserva 1,Ejercicio 3 Opción A,cuestiones teóricas
2019,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción B,cuestiones teóricas
2019,quimica,solubilidad,Reserva 3,Ejercicio 6 Opción A,formación de precipitado
2019,quimica,solubilidad,Reserva 4,Ejercicio 5 Opción B,cálculo de la solubilidad (efecto ion común)
2018,quimica,solubilidad,Junio,Ejercicio 5 Opción B,formación de precipitado
2018,quimica,solubilidad,Reserva 1,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2018,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción A,cuestiones teóricas
2018,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2018,quimica,solubilidad,Septiembre,Ejercicio 3 Opción B,cuestiones teóricas
2018,quimica,solubilidad,Junio,Ejercicio 5 Opción B,formación de precipitado
2018,quimica,solubilidad,Reserva 1,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2018,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción A,cuestiones teóricas
2018,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2018,quimica,solubilidad,Septiembre,Ejercicio 3 Opción B,cuestiones teóricas
2017,quimica,solubilidad,Junio,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2017,quimica,solubilidad,Reserva 2,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2017,quimica,solubilidad,Reserva 3,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2017,quimica,solubilidad,Reserva 4,Ejercicio 3 Opción B,cuestiones teóricas
2017,quimica,solubilidad,Septiembre,Ejercicio 3 Opción A,cuestiones teóricas
2017,quimica,solubilidad,Junio,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2017,quimica,solubilidad,Reserva 2,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2017,quimica,solubilidad,Reserva 3,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2017,quimica,solubilidad,Reserva 4,Ejercicio 3 Opción B,cuestiones teóricas
2017,quimica,solubilidad,Septiembre,Ejercicio 3 Opción A,cuestiones teóricas
2016,quimica,solubilidad,Reserva 1,Ejercicio 6 Opción A,cálculo de la solubilidad o el producto de solubilidad
2016,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción A,efecto del ion común teórico
2016,quimica,solubilidad,Septiembre,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2016,quimica,solubilidad,Reserva 1,Ejercicio 6 Opción A,cálculo de la solubilidad o el producto de solubilidad
2016,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción A,efecto del ion común teórico
2016,quimica,solubilidad,Septiembre,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2015,quimica,solubilidad,Junio,Ejercicio 3 Opción A,efecto del ion común teórico
2015,quimica,solubilidad,Reserva 2,Ejercicio 3 Opcion A,cuestiones teóricas
2015,quimica,solubilidad,Reserva 4,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2015,quimica,solubilidad,Septiembre,Ejercicio 6 Opcióon A,formación de precipitado
2015,quimica,solubilidad,Junio,Ejercicio 3 Opción A,efecto del ion común teórico
2015,quimica,solubilidad,Reserva 2,Ejercicio 3 Opcion A,cuestiones teóricas
2015,quimica,solubilidad,Reserva 4,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2015,quimica,solubilidad,Septiembre,Ejercicio 6 Opcióon A,formación de precipitado
2014,quimica,solubilidad,Junio,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2014,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción A,influencia del pH
2014,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,influencia del pH
2014,quimica,solubilidad,Septiembre,Ejercicio 3 Opción A,cuestiones teóricas
2014,quimica,solubilidad,Junio,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2014,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción A,influencia del pH
2014,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,influencia del pH
2014,quimica,solubilidad,Septiembre,Ejercicio 3 Opción A,cuestiones teóricas
2013,quimica,solubilidad,Junio,Ejercicio 3 Opción A,cuestiones teóricas
2013,quimica,solubilidad,Reserva 1,Ejercicio 3 Opcion A,cuestiones teóricas
2013,quimica,solubilidad,Reserva 2,Ejercicio 5 Opción B,cálculo de la solubilidad (efecto ion común)
2013,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,cálculo de la solubilidad o el producto de solubilidad
2013,quimica,solubilidad,Junio,Ejercicio 3 Opción A,cuestiones teóricas
2013,quimica,solubilidad,Reserva 1,Ejercicio 3 Opcion A,cuestiones teóricas
2013,quimica,solubilidad,Reserva 2,Ejercicio 5 Opción B,cálculo de la solubilidad (efecto ion común)
2013,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,cálculo de la solubilidad o el producto de solubilidad
2012,quimica,solubilidad,Junio,Ejercicio 3 Opción A,cuestiones teóricas
2012,quimica,solubilidad,Reserva 3,Ejercicio 5 Opción B,cálculo de la solubilidad (efecto ion común)
2012,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,formación de precipitado
2012,quimica,solubilidad,Septiembre,Ejercicio 3 Opcion A,cuestiones teóricas
2012,quimica,solubilidad,Junio,Ejercicio 3 Opción A,cuestiones teóricas
2012,quimica,solubilidad,Reserva 3,Ejercicio 5 Opción B,cálculo de la solubilidad (efecto ion común)
2012,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,formación de precipitado
2012,quimica,solubilidad,Septiembre,Ejercicio 3 Opcion A,cuestiones teóricas
2011,quimica,solubilidad,Reserva 1,Ejercicio 3 Opción A,efecto del ion común teórico
2011,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción A,efecto del ion común teórico
2011,quimica,solubilidad,Reserva 4,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2011,quimica,solubilidad,Septiembre,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2011,quimica,solubilidad,Reserva 1,Ejercicio 3 Opción A,efecto del ion común teórico
2011,quimica,solubilidad,Reserva 2,Ejercicio 3 Opción A,efecto del ion común teórico
2011,quimica,solubilidad,Reserva 4,Ejercicio 5 Opción B,cálculo de la solubilidad o el producto de solubilidad
2011,quimica,solubilidad,Septiembre,Ejercicio 6 Opción A,cálculo de la solubilidad (efecto ion común)
2010,quimica,solubilidad,Junio,Ejercicio 3 Opción A,cuestiones teóricas
2010,quimica,solubilidad,Reserva 2,Ejercicio 3 Opcion A,efecto del ion común teórico
2010,quimica,solubilidad,Reserva 3,Ejercicio 5 Opción B,cálculo de la solubilidad (efecto ion común)
2010,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,influencia del pH
2010,quimica,solubilidad,Junio,Ejercicio 3 Opción A,cuestiones teóricas
2010,quimica,solubilidad,Reserva 2,Ejercicio 3 Opcion A,efecto del ion común teórico
2010,quimica,solubilidad,Reserva 3,Ejercicio 5 Opción B,cálculo de la solubilidad (efecto ion común)
2010,quimica,solubilidad,Reserva 4,Ejercicio 6 Opción A,influencia del pH
2015,quimica,termoquimica,Junio,Ejercicio 6 Opción B,cálculo de la entalpía (formación)
2015,quimica,termoquimica,Reserva 1,Ejercicio 3 Opción B,verdadero o falso
2015,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción A,cálculo de la entalpía (ley de Hess)
2015,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción B,cálculo de la entalpía (ley de Hess)
2015,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (energía de enlace)
2015,quimica,termoquimica,Septiembre,Ejercicio 5 Opción A,Qv y Qp
2015,quimica,termoquimica,Junio,Ejercicio 6 Opción B,cálculo de la entalpía (formación)
2015,quimica,termoquimica,Reserva 1,Ejercicio 3 Opción B,verdadero o falso
2015,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción A,cálculo de la entalpía (ley de Hess)
2015,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción B,cálculo de la entalpía (ley de Hess)
2015,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (energía de enlace)
2014,quimica,termoquimica,Junio,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2014,quimica,termoquimica,Reserva 1,Ejercicio 5 Opción B,Qv y Qp
2014,quimica,termoquimica,Reserva 2,Ejercicio 4 Opción A,Qv y Qp
2014,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción B,cálculo de la entalpía (formación)
2014,quimica,termoquimica,Reserva 3,Ejercicio 3 Opción B,estudio de espontaneidad
2014,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (energía de enlace)
2014,quimica,termoquimica,Septiembre,Ejercicio 6 Opción A,cálculo de la entalpía (ley de Hess)
2014,quimica,termoquimica,Junio,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2014,quimica,termoquimica,Reserva 1,Ejercicio 5 Opción B,Qv y Qp
2014,quimica,termoquimica,Reserva 2,Ejercicio 4 Opción A,Qv y Qp
2014,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción B,cálculo de la entalpía (formación)
2014,quimica,termoquimica,Reserva 3,Ejercicio 3 Opción B,estudio de espontaneidad
2014,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (energía de enlace)
2014,quimica,termoquimica,Septiembre,Ejercicio 6 Opción A,cálculo de la entalpía (ley de Hess)
2013,quimica,termoquimica,Junio,Ejercicio 6 Opción A,cálculo de la entalpía (formación)
2013,quimica,termoquimica,Reserva 1,Ejercicio 4 Opción A,energía interna
2013,quimica,termoquimica,Reserva 2,Ejercicio 5 Opción A,reacción de combustión
2013,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción B,Qv y Qp
2013,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2013,quimica,termoquimica,Septiembre,Ejercicio 3 Opción B,Qv y Qp
2013,quimica,termoquimica,Junio,Ejercicio 6 Opción A,cálculo de la entalpía (formación)
2013,quimica,termoquimica,Reserva 1,Ejercicio 4 Opción A,energía interna
2013,quimica,termoquimica,Reserva 2,Ejercicio 5 Opción A,reacción de combustión
2013,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción B,Qv y Qp
2013,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2013,quimica,termoquimica,Septiembre,Ejercicio 3 Opción B,Qv y Qp
2012,quimica,termoquimica,Junio,Ejercicio 4 Opción A,cálculo cualitativo de entropía
2012,quimica,termoquimica,Junio,Ejercicio 6 Opción B,cálculo de energía libre de Gibbs
2012,quimica,termoquimica,Reserva 1,Ejercicio 3 Opción B,verdadero o falso
2012,quimica,termoquimica,Reserva 2,Ejercicio 5 Opción B,cálculo de la entalpía (ley de Hess)
2012,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2012,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2012,quimica,termoquimica,Septiembre,Ejercicio 6 Opción A,energía interna
2012,quimica,termoquimica,Septiembre,Ejercicio 3 Opción B,diagramas entálpicos
2012,quimica,termoquimica,Junio,Ejercicio 4 Opción A,cálculo cualitativo de entropía
2012,quimica,termoquimica,Junio,Ejercicio 6 Opción B,cálculo de energía libre de Gibbs
2012,quimica,termoquimica,Reserva 1,Ejercicio 3 Opción B,verdadero o falso
2012,quimica,termoquimica,Reserva 2,Ejercicio 5 Opción B,cálculo de la entalpía (ley de Hess)
2012,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2012,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2012,quimica,termoquimica,Septiembre,Ejercicio 6 Opción A,energía interna
2012,quimica,termoquimica,Septiembre,Ejercicio 3 Opción B,diagramas entálpicos
2011,quimica,termoquimica,Junio,Ejercicio 5 Opción B,Qv y Qp
2011,quimica,termoquimica,Reserva 1,Ejercicio 6 Opción A,estudio de espontaneidad
2011,quimica,termoquimica,Reserva 2,Ejercicio 4 Opción A,cálculo cualitativo de entropía
2011,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción B,estudio de espontaneidad
2011,quimica,termoquimica,Reserva 3,Ejercicio 3 Opción B,verdadero o falso
2011,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2011,quimica,termoquimica,Septiembre,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2011,quimica,termoquimica,Junio,Ejercicio 5 Opción B,Qv y Qp
2011,quimica,termoquimica,Reserva 1,Ejercicio 6 Opción A,estudio de espontaneidad
2011,quimica,termoquimica,Reserva 2,Ejercicio 4 Opción A,cálculo cualitativo de entropía
2011,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción B,estudio de espontaneidad
2011,quimica,termoquimica,Reserva 3,Ejercicio 3 Opción B,verdadero o falso
2011,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2011,quimica,termoquimica,Septiembre,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2010,quimica,termoquimica,Junio,Ejercicio 4 Opción A,verdadero o falso
2010,quimica,termoquimica,Junio,Ejercicio 6 Opción B,cálculo de energía libre de Gibbs
2010,quimica,termoquimica,Reserva 1,Ejercicio 3 Opción B,estudio de espontaneidad
2010,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción A,cálculo de la entalpía (formación)
2010,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción A,Qv y Qp
2010,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2010,quimica,termoquimica,Septiembre,Ejercicio 5 Opción B,cálculo de la entalpía (energía de enlace)
2010,quimica,termoquimica,Junio,Ejercicio 4 Opción A,verdadero o falso
2010,quimica,termoquimica,Junio,Ejercicio 6 Opción B,cálculo de energía libre de Gibbs
2010,quimica,termoquimica,Reserva 1,Ejercicio 3 Opción B,estudio de espontaneidad
2010,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción A,cálculo de la entalpía (formación)
2010,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción A,Qv y Qp
2010,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2010,quimica,termoquimica,Septiembre,Ejercicio 5 Opción B,cálculo de la entalpía (energía de enlace)
2009,quimica,termoquimica,Junio,Ejercicio 6 Opción A,reacción de combustión
2009,quimica,termoquimica,Reserva 1,Ejercicio 5 Opción B,reacción de combustión
2009,quimica,termoquimica,Reserva 2,Ejercicio 4 Opción A,estudio de espontaneidad
2009,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción B,reacción de combustión
2009,quimica,termoquimica,Reserva 3,Ejercicio 3 Opción B,Qv y Qp
2009,quimica,termoquimica,Reserva 4,Ejercicio 5 Opcion A,cálculo de la entalpía (ley de Hess)
2009,quimica,termoquimica,Septiembre,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2009,quimica,termoquimica,Junio,Ejercicio 6 Opción A,reacción de combustión
2009,quimica,termoquimica,Reserva 1,Ejercicio 5 Opción B,reacción de combustión
2009,quimica,termoquimica,Reserva 2,Ejercicio 4 Opción A,estudio de espontaneidad
2009,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción B,reacción de combustión
2009,quimica,termoquimica,Reserva 3,Ejercicio 3 Opción B,Qv y Qp
2009,quimica,termoquimica,Reserva 4,Ejercicio 5 Opcion A,cálculo de la entalpía (ley de Hess)
2009,quimica,termoquimica,Septiembre,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2008,quimica,termoquimica,Junio,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2008,quimica,termoquimica,Reserva 1,Ejercicio 3 Opcion B,verdadero o falso
2008,quimica,termoquimica,Reserva 2,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
2008,quimica,termoquimica,Reserva 3,Ejercicio 4 Opción A,verdadero o falso
2008,quimica,termoquimica,Reserva 3,Ejercicio 6 Opción B,estudio de espontaneidad
2008,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2008,quimica,termoquimica,Septiembre,Ejercicio 6 Opción A,cálculo de la entalpía (energía de enlace)
2008,quimica,termoquimica,Junio,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2008,quimica,termoquimica,Reserva 1,Ejercicio 3 Opcion B,verdadero o falso
2008,quimica,termoquimica,Reserva 2,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
2008,quimica,termoquimica,Reserva 3,Ejercicio 4 Opción A,verdadero o falso
2008,quimica,termoquimica,Reserva 3,Ejercicio 6 Opción B,estudio de espontaneidad
2008,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2008,quimica,termoquimica,Septiembre,Ejercicio 6 Opción A,cálculo de la entalpía (energía de enlace)
2007,quimica,termoquimica,Junio,Ejercicio 6 Opción A,cálculo de la entalpía (ley de Hess)
2007,quimica,termoquimica,Reserva 1,Ejercicio 5 Opción A,cálculo de la entalpía (energía de enlace)
2007,quimica,termoquimica,Reserva 2,Ejercicio 3 Opción B,verdadero o falso
2007,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2007,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción B,estudio de espontaneidad
2007,quimica,termoquimica,Septiembre,Ejercicio 4 Opción A,verdadero o falso
2007,quimica,termoquimica,Septiembre,Ejercicio 6 Opción B,reacción de combustión
2007,quimica,termoquimica,Junio,Ejercicio 6 Opción A,cálculo de la entalpía (ley de Hess)
2007,quimica,termoquimica,Reserva 1,Ejercicio 5 Opción A,cálculo de la entalpía (energía de enlace)
2007,quimica,termoquimica,Reserva 2,Ejercicio 3 Opción B,verdadero o falso
2007,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2007,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción B,estudio de espontaneidad
2007,quimica,termoquimica,Septiembre,Ejercicio 4 Opción A,verdadero o falso
2007,quimica,termoquimica,Septiembre,Ejercicio 6 Opción B,reacción de combustión
2006,quimica,termoquimica,Junio,Ejercicio 3 Opción B,verdadero o falso
2006,quimica,termoquimica,Reserva 1,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2006,quimica,termoquimica,Reserva 2,Ejercicio 4 Opción A,estudio de espontaneidad
2006,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción B,cálculo de la entalpía (energía de enlace)
2006,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2006,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
2006,quimica,termoquimica,Septiembre,Ejercicio 6 Opción A,cálculo de la entalpía (formación)
2006,quimica,termoquimica,Junio,Ejercicio 3 Opción B,verdadero o falso
2006,quimica,termoquimica,Reserva 1,Ejercicio 5 Opción A,cálculo de la entalpía (formación)
2006,quimica,termoquimica,Reserva 2,Ejercicio 4 Opción A,estudio de espontaneidad
2006,quimica,termoquimica,Reserva 2,Ejercicio 6 Opción B,cálculo de la entalpía (energía de enlace)
2006,quimica,termoquimica,Reserva 3,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2006,quimica,termoquimica,Reserva 4,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
2006,quimica,termoquimica,Septiembre,Ejercicio 6 Opción A,cálculo de la entalpía (formación)
2005,quimica,termoquimica,Junio,Ejercicio 6 Opción A,cálculo de la entalpía (formación)
2005,quimica,termoquimica,Reserva 1,Ejercicio 4 Opcion A,estudio de espontaneidad
2005,quimica,termoquimica,Reserva 1,Ejercicio 6 Opción B,cálculo de la entalpía (ley de Hess)
2005,quimica,termoquimica,Reserva 2,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2005,quimica,termoquimica,Reserva 3,Ejercicio 5 Opcion A,cálculo de la entalpía (ley de Hess)
2005,quimica,termoquimica,Reserva 4,Ejercicio 3 Opcion A,cuestión teórica
2005,quimica,termoquimica,Septiembre,Ejercicio 5 Opción B,cálculo de la entalpía (ley de Hess)
2005,quimica,termoquimica,Junio,Ejercicio 6 Opción A,cálculo de la entalpía (formación)
2005,quimica,termoquimica,Reserva 1,Ejercicio 4 Opcion A,estudio de espontaneidad
2005,quimica,termoquimica,Reserva 1,Ejercicio 6 Opción B,cálculo de la entalpía (ley de Hess)
2005,quimica,termoquimica,Reserva 2,Ejercicio 5 Opción A,cálculo de la entalpía (ley de Hess)
2005,quimica,termoquimica,Reserva 3,Ejercicio 5 Opcion A,cálculo de la entalpía (ley de Hess)
2005,quimica,termoquimica,Reserva 4,Ejercicio 3 Opcion A,cuestión teórica
2005,quimica,termoquimica,Septiembre,Ejercicio 5 Opción B,cálculo de la entalpía (ley de Hess)
2004,quimica,termoquimica,Junio,Ejercicio 6 Opcióon A,cálculo de la entalpía (formación)
2004,quimica,termoquimica,Reserva 1,Ejercicio 5 Opcion A,cálculo de la entalpía (energía de enlace)
2004,quimica,termoquimica,Reserva 2,Ejercicio 3 Opcion A,estudio de espontaneidad
2004,quimica,termoquimica,Reserva 3,Ejercicio 5 Opcion A,reacción de combustión
2004,quimica,termoquimica,Reserva 4,Ejercicio 4 Opción A,cálculo cualitativo de entropía
2004,quimica,termoquimica,Reserva 4,Ejercicio 6 Opción B,cálculo de la entalpía (formación)
2004,quimica,termoquimica,Septiembre,Ejercicio 5 Opción B,cálculo de la entalpía (energía de enlace)
2004,quimica,termoquimica,Junio,Ejercicio 6 Opcióon A,cálculo de la entalpía (formación)
2004,quimica,termoquimica,Reserva 1,Ejercicio 5 Opcion A,cálculo de la entalpía (energía de enlace)
2004,quimica,termoquimica,Reserva 2,Ejercicio 3 Opcion A,estudio de espontaneidad
2004,quimica,termoquimica,Reserva 3,Ejercicio 5 Opcion A,reacción de combustión
2004,quimica,termoquimica,Reserva 4,Ejercicio 4 Opción A,cálculo cualitativo de entropía
2004,quimica,termoquimica,Reserva 4,Ejercicio 6 Opción B,cálculo de la entalpía (formación)
2004,quimica,termoquimica,Septiembre,Ejercicio 5 Opción B,cálculo de la entalpía (energía de enlace)
2003,quimica,termoquimica,Junio,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
2003,quimica,termoquimica,Reserva 1,Ejercicio 5 Opcion A,reacción de combustión
2003,quimica,termoquimica,Reserva 2,Ejercicio 3 Opción B,cálculo cualitativo de entropía
2003,quimica,termoquimica,Reserva 3,Ejercicio 6 Opción A,cálculo de la entalpía (energía de enlace)
2003,quimica,termoquimica,Reserva 4,Ejercicio 4 Opción A,Qv y Qp
2003,quimica,termoquimica,Reserva 4,Ejercicio 6 Opción B,cálculo de la entalpía (formación)
2003,quimica,termoquimica,Septiembre,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
2003,quimica,termoquimica,Junio,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
2003,quimica,termoquimica,Reserva 1,Ejercicio 5 Opcion A,reacción de combustión
2003,quimica,termoquimica,Reserva 2,Ejercicio 3 Opción B,cálculo cualitativo de entropía
2003,quimica,termoquimica,Reserva 3,Ejercicio 6 Opción A,cálculo de la entalpía (energía de enlace)
2003,quimica,termoquimica,Reserva 4,Ejercicio 4 Opción A,Qv y Qp
2003,quimica,termoquimica,Reserva 4,Ejercicio 6 Opción B,cálculo de la entalpía (formación)
2003,quimica,termoquimica,Septiembre,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
2002,quimica,termoquimica,Junio,Ejercicio 5 Opción B,cálculo de la entalpía (formación)
